Links,Page,DocumentID,LinkType
https://thedfirreport.com/2023/06/12/a-truly-graceful-wipe-out/,1,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1190/,1,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1210/,1,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/software/S0383/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1112/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.papercut.com/blog/print_basics/printer-spooling-what-is-it-and-how-to-fix-it/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1547/012/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1027/009/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1055/001/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/software/S0154/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1055/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1082/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/news-events/analysis-reports/ar23-187a,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1027/001/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1057/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1005/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1518/001/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1124/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1036/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1027/001/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1082/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1622/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1082/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1016/,2,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1105/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1570/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1070/004/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1105/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1620/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1091/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://redcanary.com/blog/raspberry-robin/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.microsoft.com/en-us/security/blog/2022/10/27/raspberry-robin-worm-part-of-larger-ecosystem-facilitating-pre-ransomware-activity/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://blog.talosintelligence.com/breaking-the-silence-recent-truebot-activity/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/software/S0383/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1059/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1095/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1105/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.telsy.com/flawedgrace-rat/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1566/002/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://blogs.vmware.com/security/2023/06/carbon-blacks-truebot-detection.html,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/software/S0154/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1059/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://blog.talosintelligence.com/breaking-the-silence-recent-truebot-activity/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1563/001/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1563/002/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1003/001/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1550/002/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://blog.talosintelligence.com/breaking-the-silence-recent-truebot-activity/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1095/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1048/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1573/002/,3,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
"https://corporacionhardsoft[.]com/images/2/Document_16654.exe,",4,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://corporacionhardsoft.com/images/2/Document_16654[.]exe,4,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
"https://www.meditimespharma[.]com/gfghthq/,",4,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
"https://essadonio.com/538332[.]php,",4,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://attack.mitre.org/versions/v13/techniques/T1029/,4,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1030/,4,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://corporacionhardsoft[.]com/images/2/Document_16654.exe,5,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://essadonio.com/538332[.]php,5,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://snowboardspecs[.]com/nae9v,5,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://thedfirreport.com/2023/06/12/a-truly-graceful-wipe-out/,6,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://ecorfan.org/base/sj/document_may_24_16654[.]exe,6,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://ecorfan.org/base/sj/document_may_,6,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://thedfirreport.com/2023/06/12/a-,6,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://imsagentes[.]pe/dgrjfj/,6,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://imsagentes[.]pe/dgrjfj,6,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://hrcbishtek[.]com/{,6,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://thedfirreport.com/2023/06/12/a-truly-graceful-wipe-out/,7,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://thedfirreport.com/2023/06/12/a-,7,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
46.161.40.128,8,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://www.cisa.gov/news-events/news/best-practices-mitre-attckr-mapping,12,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://github.com/cisagov/Decider/,12,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1091/,13,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1189/,13,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1190/,13,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1566/002/,13,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1059/,13,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1129/,13,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1204/001/,13,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1574/002/,14,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1547/012/,14,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1027/,14,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1027/001/,14,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1036/008/,14,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1055/,14,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1070/004/,14,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1112/,15,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1620/,15,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1003/001/,15,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1016/,15,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1057/,15,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1082/,15,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1124/,15,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1518/001/,16,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1622/,16,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1210/,16,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1550/002/,16,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1563/001/,16,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1563/002/,16,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1570/,16,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1005/,16,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1113/,17,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1071/,17,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1095/,17,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1105/,17,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1573/002/,17,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1029/,17,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1030/,17,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1048/,17,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://github.com/The-DFIR-Report/Yara-Rules/blob/main/21619/21619.yar,19,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
mailto:report@cisa.gov,19,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.fbi.gov/contact-us/field-offices,19,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
mailto:SOC@cisecurity.org,19,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/publications/fact-sheet-implementing-phishing-resistant-mfa-508c.pdf,19,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/cpg,19,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.nist.gov/cyberframework,20,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://bishopfox.com/blog/netwrix-auditor-advisory,20,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://media.defense.gov/2019/Sep/09/2002180334/-1/-1/0/Enforce%20Signed%20Software%20Execution%20Policies%20-%20Copy.pdf,20,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://media.defense.gov/2019/Sep/09/2002180334/-1/-1/0/Enforce%20Signed%20Software%20Execution%20Policies%20-%20Copy.pdf,20,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,20,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/publications/fact-sheet-implementing-phishing-resistant-mfa-508c.pdf,20,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,20,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,20,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,20,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,20,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://learn.microsoft.com/en-us/windows/security/identity-protection/credential-guard/credential-guard-manage,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://learn.microsoft.com/en-us/windows/security/identity-protection/credential-guard/credential-guard-manage,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://media.defense.gov/2021/Feb/25/2002588479/-1/-1/0/CSI_EMBRACING_ZT_SECURITY_MODEL_UOO115131-21.PDF,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://media.defense.gov/2021/Feb/25/2002588479/-1/-1/0/CSI_EMBRACING_ZT_SECURITY_MODEL_UOO115131-21.PDF,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://pages.nist.gov/800-63-3/,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://pages.nist.gov/800-63-3/,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,21,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,22,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/known-exploited-vulnerabilities-catalog,22,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/known-exploited-vulnerabilities-catalog,22,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,22,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,22,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,22,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,22,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,22,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,22,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,22,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
Stopransomware.gov,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
thehackernews.com,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,textlink
https://nvd.nist.gov/vuln/detail/CVE-2022-31199,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.stopransomware.gov/,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://cisa.gov/resources-tools/resources/stopransomware-guide,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/publications/fact-sheet-implementing-phishing-resistant-mfa-508c.pdf,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/publications/fact-sheet-implementing-phishing-resistant-mfa-508c.pdf,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-06/Guide%20to%20Securing%20Remote%20Access%20Software_508c.pdf,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/stopransomware/ransomware-guide,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.cisa.gov/sites/default/files/2023-03/CISA_CPG_REPORT_v1.0.1_FINAL.pdf,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
https://www.bleepingcomputer.com/news/security/clop-ransomware-uses-truebot-malware-for-access-to-networks/,23,aa23-187a-increased-truebot-activity-infects-us-and-canada-based-networks_2.pdf,hyperlink
